agent_id,reputation_share,optimization_weight,contribution_share,surplus_share,bid,payment,seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,payment_contribution_source,payment_fallback_reason
9,1.0,0.9862258243130678,1.0,1.0,1.3,10.0,0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
9,0.37783050244682936,0.3434672953765706,0.4184047157328254,0.402175030418427,1.3,3.7854416879858785,0,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
19,0.3661713185043505,0.3067509531919865,0.11115867293769795,0.21316373116435894,1.3,2.6173518585957383,0,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
16,0.25599817904882005,0.3497817514314429,0.4704366113294767,0.384661238417214,1.22,3.5972064534183827,0,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
12,0.47914489677342104,0.40741466747019306,0.4092569594102795,0.4372121343555361,1.3800000000000001,4.116947961065656,1,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
3,0.32489874050365897,0.29890097394945797,0.29804479458687244,0.3087863729535871,1.1400000000000001,3.073002694689455,1,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
16,0.19595636272291997,0.293684358580349,0.292698246002848,0.2540014926908768,1.22,2.810049344244889,1,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
12,0.47914489677342104,0.40741466747019306,0.4092569594102795,0.4372121343555361,1.3800000000000001,4.116947961065656,1,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
3,0.32489874050365897,0.29890097394945797,0.29804479458687244,0.3087863729535871,1.1400000000000001,3.073002694689455,1,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
16,0.19595636272291997,0.293684358580349,0.292698246002848,0.2540014926908768,1.22,2.810049344244889,1,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
8,0.5372417759412321,0.4857690943669494,0.48852351637734487,0.5080108202028998,1.1400000000000001,5.102484397582618,2,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
20,0.4627582240587679,0.5075578085973723,0.5114764836226552,0.4919891797971002,1.06,4.897515602417382,2,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
8,0.37078571947339173,0.5533854706917235,0.5058454249310489,0.451821542747986,1.1400000000000001,4.185277198121426,2,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
10,0.3098345361847824,0.0182508134681591,0.007834841263628036,0.1286347192320898,1.06,1.9269980076242854,2,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
20,0.319379744341826,0.42836371584011745,0.4863197338053232,0.4195437380199243,1.06,3.88772479425429,2,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
18,0.3493537306424939,0.5471498507218026,0.2752857210043456,0.304912924859605,1.1400000000000001,3.0975409775986638,6,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
19,0.37236512971503266,0.2268469431417004,0.3619837654938667,0.36613631118233303,1.3,3.650595117790578,6,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
3,0.2782811396424733,0.22600320613649708,0.3627305135017877,0.32895076395806194,1.1400000000000001,3.2518639046107576,6,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
13,0.4787701414821533,0.3039295906065383,0.6683851577533192,0.5925391512448528,1.1400000000000001,5.619595983411086,7,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
9,0.5212298585178468,0.6894037427267709,0.3316148422466808,0.4074608487551472,1.3,4.380404016588913,7,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
13,0.4787701414821533,0.26240027510512626,0.6609272795351439,0.5880644243139477,1.1400000000000001,5.5857670478134445,7,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
9,0.5212298585178468,0.730892287480708,0.33907272046485615,0.41193557568605244,1.3,4.414232952186556,7,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
16,0.5753012947861581,0.1672305649999995,0.4915123199428072,0.5250279098801476,1.22,5.231213231484327,9,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
8,0.42469870521384195,0.17276943500000047,0.5084876800571928,0.4749720901198524,1.1400000000000001,4.768786768515673,9,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
1,1.0,0.3333333333333333,1.0,1.0,1.22,10.0,9,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
8,1.0,0.3333333333333333,1.0,1.0,1.1400000000000001,10.0,10,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
20,1.0,0.9863475754695024,1.0,1.0,1.06,10.0,11,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
20,1.0,0.9863475754695024,1.0,1.0,1.06,10.0,11,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
18,0.595852222974773,0.5179095028410159,0.5219569233480792,0.5515150431987568,1.1400000000000001,5.441817336950303,12,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
15,0.40414777702522703,0.47534176222778624,0.47804307665192075,0.4484849568012433,1.06,4.558182663049697,12,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
18,0.37706601689927144,0.4445629359617211,0.7474762962989133,0.5993121845390565,1.1400000000000001,4.987584224740743,12,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
15,0.2557519912584921,0.2752028742970554,0.2057110285951841,0.2257274136605073,1.06,2.509169995700457,12,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
17,0.3671819918422366,0.2802341897412234,0.046812675105902646,0.17496040180043623,1.3800000000000001,2.503245779558801,12,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
17,0.5343819773357096,0.0070244658780254906,2.2547069975293158e-05,0.213766319176269,1.3800000000000001,2.961870761904391,13,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
6,0.4656180226642905,0.9862689619713839,0.9999774529300247,0.786233680823731,1.22,7.0381292380956095,13,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
17,0.5343819773357096,0.0070244658780254906,2.2547069975293158e-05,0.213766319176269,1.3800000000000001,2.961870761904391,13,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
6,0.4656180226642905,0.9862689619713839,0.9999774529300247,0.786233680823731,1.22,7.0381292380956095,13,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
15,1.0,0.9863279506833472,1.0,1.0,1.06,10.0,14,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
15,1.0,0.9863279506833472,1.0,1.0,1.06,10.0,14,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
16,1.0,0.15529771500017833,1.0,1.0,1.22,10.0,15,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,opt_fallback,no_positive_eval_contribution
16,0.5369141968243755,0.3333333333333333,0.273324006803449,0.3787600828118196,1.22,4.113727032682302,15,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
3,0.46308580317562453,0.3333333333333333,0.726675993196551,0.6212399171881804,1.1400000000000001,5.886272967317698,15,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
10,1.0,0.6393242887111203,1.0,1.0,1.06,10.0,16,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,opt_fallback,no_positive_eval_contribution
8,0.36554068381743127,0.46188961818461244,0.5017745784498486,0.4472810205968817,1.1400000000000001,4.011544152231981,16,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
10,0.30588194063743335,0.3064759237810961,0.2889478074523869,0.2957214607264055,1.06,2.958531777863523,16,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
2,0.32857737554513533,0.2316344580342915,0.20927761409776446,0.25699751867671283,1.3800000000000001,3.0299240699044967,16,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
19,0.6369361275528013,0.3333333333333333,0.1179326856516844,0.3255340624121311,1.3,3.7870802368286816,17,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
15,0.3630638724471987,0.3333333333333333,0.8820673143483156,0.6744659375878689,1.06,6.2129197631713176,17,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
10,0.3984081239269777,0.43668629498615397,0.43867355390107055,0.4225673819114334,1.06,3.8742987635301467,19,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
8,0.3523335035096514,0.1606308468304603,0.15731043768485117,0.23531966401477128,1.1400000000000001,2.7072289623383767,19,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
18,0.2492583725633708,0.4026828581833857,0.4040160084140783,0.3421129540737953,1.1400000000000001,3.4184722741314766,19,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
10,0.3984081239269777,0.36820560055223406,0.42009032088383264,0.41141744210109066,1.06,3.800040164393264,19,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
8,0.3523335035096514,0.27506247668526596,0.18836415329581369,0.25395189338134877,1.1400000000000001,2.831319609919783,19,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
18,0.2492583725633708,0.3567319227625,0.3915455258203537,0.3346306645175605,1.1400000000000001,3.368640225686953,19,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
2,0.528832674333127,0.9863446293868001,0.9999977147433369,0.8115316985792529,1.3800000000000001,7.320412033600132,21,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
9,0.471167325666873,0.006828096471188636,2.2852566630841336e-06,0.18846830142074705,1.3,2.6795879663998683,21,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
2,1.0,0.8947916666666668,1.0,1.0,1.3800000000000001,10.0,21,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
1,0.3883730512755489,0.9863268116017561,0.9999638473390011,0.7553275289136202,1.22,5.948350330999262,22,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
19,0.3242492465842478,0.006830900191688027,6.251963932164074e-06,0.12970344981205842,1.3,2.111943595823486,22,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
6,0.28737770214020336,0.006842288206555916,2.990069706681181e-05,0.11496902127432145,1.22,1.9397060731772522,22,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
1,1.0,0.809264629269939,1.0,1.0,1.22,10.0,22,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
3,0.5338747714047457,0.986094350253009,0.9998935365741011,0.8134860305063589,1.1400000000000001,7.420112155509091,23,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
18,0.4661252285952544,0.007036559343372098,0.0001064634258989249,0.18651396949364113,1.1400000000000001,2.5798878444909095,23,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
3,0.36609480630527397,0.6604196019815307,0.6688974905007792,0.547776416822577,1.1400000000000001,4.788190936038363,23,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
18,0.3196368032667526,0.17367898841628024,0.1655587530960278,0.22718997316431772,1.1400000000000001,2.653085221274356,23,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
5,0.31426839042797344,0.16590140960218908,0.16554375640319313,0.22503361001310526,1.06,2.5587238426872814,23,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
20,0.42370060682623045,0.9862482335087317,0.9999990606920589,0.7694796791457276,1.06,6.8772663743416995,24,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
7,0.5762993931737695,0.006882589828413921,9.39307940984719e-07,0.2305203208542724,1.3800000000000001,3.1227336256582996,24,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
13,0.4572396236279282,0.3333333333333333,0.08953171388910619,0.236614877784635,1.1400000000000001,2.659067515377357,24,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
20,0.2299679008300801,0.3333333333333333,0.7947564003927388,0.5688410005676753,1.06,4.711959223644476,24,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
7,0.3127924755419918,0.3333333333333333,0.11571188571815506,0.19454412164768975,1.3800000000000001,2.628973260978168,24,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,eval,
9,0.5099244795013949,0.5324696798766795,0.5362504031493156,0.5257200336901473,1.3,5.190328249307091,25,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
19,0.4900755204986052,0.4608636533788968,0.46374959685068434,0.4742799663098527,1.3,4.80967175069291,25,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,eval,
