agent_id,reputation_share,optimization_weight,contribution_share,surplus_share,bid,payment,seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count
9,0.37783050244682936,0.3333333333333333,0.7522226105141958,0.6024657672872492,1.3,5.0232384418352,0,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
19,0.3661713185043505,0.3333333333333333,0.1011973508534991,0.20718693791383963,1.3,2.580415276307529,0,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
16,0.25599817904882005,0.3333333333333333,0.1465800386323051,0.19034729479891108,1.22,2.3963462818572703,0,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
9,0.37783050244682936,0.7854376668135536,0.7863938679080523,0.6229685217235632,1.3,5.149945464251621,0,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
19,0.3661713185043505,0.08279055424350767,0.08226065602788948,0.19582492101847387,1.3,2.5101980118941682,0,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
16,0.25599817904882005,0.13177177894293862,0.13134547606405816,0.18120655725796292,1.22,2.339856523854211,0,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
9,0.37783050244682936,0.7861559569155518,0.7863938815729015,0.6229685299224725,1.3,5.14994551492088,0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,
19,0.3661713185043505,0.0823924992260695,0.08226064845523637,0.195824916474882,1.3,2.5101979838147708,0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,
16,0.25599817904882005,0.1314515438583786,0.13134546997186208,0.18120655360264526,1.22,2.3398565012643475,0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,
9,0.37783050244682936,0.7863938496882548,0.7863938496882548,0.6229685107916846,1.3,5.149945396692611,0,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,
19,0.3661713185043505,0.08226066612475962,0.08226066612475962,0.19582492707659596,1.3,2.510198049333363,0,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,
16,0.25599817904882005,0.13134548418698572,0.13134548418698572,0.18120656213171946,1.22,2.339856553974026,0,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,
12,0.47914489677342104,0.3333333333333333,0.3656841176543638,0.4110684293019867,1.3800000000000001,3.953288367430437,1,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
3,0.32489874050365897,0.3333333333333333,0.0355175577004468,0.15127003082173168,1.1400000000000001,2.0869503929440403,1,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
16,0.19595636272291997,0.3333333333333333,0.5987983246451893,0.4376615398762816,1.22,3.9597612396255224,1,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
12,0.47914489677342104,0.3636160233527238,0.36364456708223375,0.4098446989587087,1.3800000000000001,3.945627815481516,1,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
3,0.32489874050365897,0.05455607937624064,0.0542933106946814,0.16253548261827244,1.1400000000000001,2.1574721211903856,1,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
16,0.19595636272291997,0.5818278972710356,0.5820621222230848,0.4276198184230189,1.22,3.896900063328098,1,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
12,0.47914489677342104,0.3636170410516935,0.3636417689316379,0.40984302006835116,1.3800000000000001,3.945617305627878,1,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,
3,0.32489874050365897,0.05454671061395645,0.0543190699894723,0.162550938195147,1.1400000000000001,2.1575688731016203,1,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,
16,0.19595636272291997,0.58183624833435,0.5820391610788899,0.4276060417365019,1.22,3.896813821270502,1,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,
12,0.47914489677342104,0.36365608498541846,0.36365608498541846,0.4098516097006195,1.3800000000000001,3.945671076725878,1,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,
3,0.32489874050365897,0.054187278852096725,0.054187278852096725,0.16247186351272164,1.1400000000000001,2.1570738655896378,1,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,
16,0.19595636272291997,0.5821566361624849,0.5821566361624849,0.4276765267866589,1.22,3.897255057684484,1,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,
8,0.37078571947339173,0.3333333333333333,0.6828728297874208,0.5580379856618092,1.1400000000000001,4.901176023360594,2,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
10,0.3098345361847824,0.3333333333333333,0.030335185324890625,0.14213492566884733,1.06,2.017989399008031,2,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
20,0.319379744341826,0.3333333333333333,0.28679198488768853,0.2998270886693435,1.06,3.080834577631375,2,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
8,0.37078571947339173,0.6826123579816862,0.6828729265861778,0.5580380437410634,1.1400000000000001,4.901176414814767,2,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
10,0.3098345361847824,0.03056097518711406,0.03033510141493376,0.14213487532287322,1.06,2.0179890596761654,2,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
20,0.319379744341826,0.28682666683119973,0.2867919719988885,0.2998270809360635,1.06,3.080834525509068,2,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
8,0.37078571947339173,0.6826281760467328,0.6828728297874208,0.5580379856618092,1.1400000000000001,4.901176023360594,2,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,
10,0.3098345361847824,0.030547263304872375,0.030335185324890625,0.14213492566884733,1.06,2.017989399008031,2,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,
20,0.319379744341826,0.28682456064839484,0.28679198488768853,0.2998270886693435,1.06,3.080834577631375,2,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,
8,0.37078571947339173,0.6828728297874208,0.6828728297874208,0.5580379856618092,1.1400000000000001,4.901176023360594,2,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,
10,0.3098345361847824,0.030335185324890625,0.030335185324890625,0.14213492566884733,1.06,2.017989399008031,2,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,
20,0.319379744341826,0.28679198488768853,0.28679198488768853,0.2998270886693435,1.06,3.080834577631375,2,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,
4,0.6105297557224,0.3333333333333333,0.5361486114738699,0.565901069173282,1.3,5.5329399974161495,3,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
16,0.3894702442776,0.3333333333333333,0.46385138852613006,0.434098930826718,1.22,4.467060002583851,3,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
4,0.6105297557224,0.6505287717333572,0.6568503139052898,0.6383220906321339,1.3,6.074649237928361,3,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
16,0.3894702442776,0.34243219769058736,0.34314968609471014,0.3616779093678661,1.22,3.9253507620716386,3,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
4,0.6105297557224,0.6523403587022581,0.6569625263685019,0.6383894181100611,1.3,6.075152847463257,3,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,
16,0.3894702442776,0.34095309832899195,0.34303747363149806,0.3616105818899389,1.22,3.924847152536743,3,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,
10,0.4262723871098569,0.3333333333333333,0.6769965220323654,0.576706868063362,1.06,4.94700429074706,4,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
8,0.33062692807109606,0.3333333333333333,0.01973198365992225,0.1440899614243918,1.1400000000000001,2.111166340000401,4,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
20,0.2431006848190471,0.3333333333333333,0.30327149430771244,0.2792031705122463,1.06,2.94182936925254,4,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
10,0.6368233276571551,0.7086065073265737,0.7136363695539599,0.6829111527952381,1.06,6.441339884026476,4,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
20,0.3631766723428449,0.2844553743138733,0.28636363044604013,0.31708884720476205,1.06,3.558660115973525,4,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
10,0.6368233276571551,0.7087548571826321,0.7136298040207746,0.6829072134753268,1.06,6.441308842185576,4,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,
20,0.3631766723428449,0.2844125913930548,0.2863701959792253,0.31709278652467315,1.06,3.5586911578144247,4,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,
10,0.6368233276571551,0.7088992250616167,0.7136569379814933,0.6829234938517581,1.06,6.441437131551854,4,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,
20,0.3631766723428449,0.2844341082717166,0.2863430620185066,0.3170765061482419,1.06,3.558562868448146,4,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,
20,0.5759746483970097,0.3333333333333333,0.897120480530386,0.7686621476770354,1.06,7.055564751880876,5,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
3,0.42402535160299026,0.3333333333333333,0.10287951946961406,0.23133785232296455,1.1400000000000001,2.944435248119124,5,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
20,0.5759746483970097,0.8930175892144733,0.8996558340191799,0.7701833597703118,1.06,7.0674302062084315,5,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
3,0.42402535160299026,0.09994338020947123,0.10034416598082001,0.22981664022968812,1.1400000000000001,2.9325697937915676,5,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
20,0.5759746483970097,0.8935207155571337,0.8996558340191799,0.7701833597703118,1.06,7.0674302062084315,5,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,
3,0.42402535160299026,0.099732865172033,0.10034416598082001,0.22981664022968812,1.1400000000000001,2.9325697937915676,5,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,
20,0.5759746483970097,0.8936581284590521,0.8996558340191799,0.7701833597703118,1.06,7.0674302062084315,5,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,
3,0.42402535160299026,0.09967520487428122,0.10034416598082001,0.22981664022968812,1.1400000000000001,2.9325697937915676,5,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,
18,0.3493537306424939,0.3333333333333333,0.031115203323548585,0.15841061425112674,1.1400000000000001,2.1569961434922336,6,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
19,0.37236512971503266,0.3333333333333333,0.009873319517715189,0.15487004359664217,1.3,2.294265679890443,6,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
3,0.2782811396424733,0.3333333333333333,0.9590114771587362,0.6867193421522311,1.1400000000000001,5.548738176617324,6,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
3,1.0,0.9859084286218947,1.0,1.0,1.1400000000000001,10.0,6,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
3,1.0,0.9865004097030824,1.0,1.0,1.1400000000000001,10.0,6,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,
3,1.0,0.9866666666666667,1.0,1.0,1.1400000000000001,10.0,6,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,
13,0.4787701414821533,0.3333333333333333,0.4617020691852707,0.4685292981040238,1.1400000000000001,4.68208149366642,7,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
9,0.5212298585178468,0.3333333333333333,0.5382979308147293,0.5314707018959763,1.3,5.317918506333581,7,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
13,0.4787701414821533,0.45898930264625315,0.4621749755249001,0.4688130419078014,1.1400000000000001,4.684226596822978,7,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
9,0.5212298585178468,0.534083375950508,0.5378250244750999,0.5311869580921986,1.3,5.315773403177022,7,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
13,0.4787701414821533,0.459011366900179,0.4621765027915347,0.46881395826778216,1.1400000000000001,4.6842335245044335,7,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,
9,0.5212298585178468,0.534162461224821,0.5378234972084652,0.5311860417322178,1.3,5.3157664754955665,7,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,
13,0.4787701414821533,0.4585802553898669,0.46165797522469826,0.4685028417276803,1.1400000000000001,4.681881483461263,7,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,
9,0.5212298585178468,0.5347530779434664,0.5383420247753018,0.5314971582723198,1.3,5.318118516538737,7,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,
1,0.4665876591765998,0.3333333333333333,0.3338273170306473,0.3869314538890283,1.22,3.673145417656439,8,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
18,0.2816303085285814,0.3333333333333333,0.534083524900417,0.4331022383516827,1.1400000000000001,3.8858681911496684,8,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
9,0.2517820322948189,0.3333333333333333,0.13208915806893576,0.179966307759289,1.3,2.440986391193892,8,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
1,0.4665876591765998,0.33389577748971444,0.3338964529720455,0.38697293545386724,1.22,3.673408410777518,8,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
18,0.2816303085285814,0.5619051925935807,0.5621797020725396,0.4499599446549563,1.1400000000000001,3.992746049112423,8,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
9,0.2517820322948189,0.1041990299167048,0.10392384495541485,0.16306711989117645,1.3,2.3338455401100586,8,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
1,0.4665876591765998,0.33389614451130883,0.3338964532732386,0.38697293563458307,1.22,3.6734084119232566,8,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,
18,0.2816303085285814,0.5620543466158239,0.5621798244744586,0.4499600180961077,1.1400000000000001,3.9927465147293226,8,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,
9,0.2517820322948189,0.10404950887286726,0.1039237222523028,0.16306704626930923,1.3,2.3338450733474208,8,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,
1,0.4665876591765998,0.3338964534238351,0.3338964534238351,0.38697293572494096,1.22,3.6734084124961255,8,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,
18,0.2816303085285814,0.5621798856754673,0.5621798856754673,0.4499600548167129,1.1400000000000001,3.99274674753796,8,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,
9,0.2517820322948189,0.10392366090069757,0.10392366090069757,0.1630670094583461,1.3,2.333844839965914,8,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,
16,0.381457437556298,0.3333333333333333,0.4192385402892074,0.40412609919604364,1.22,3.8144895568386,9,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
8,0.28159936591932666,0.3333333333333333,0.5476094116347272,0.44120539334856695,1.1400000000000001,3.9725386252978,9,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
1,0.33694319652437527,0.3333333333333333,0.033152048076065394,0.15466850745538935,1.22,2.2129718178635995,9,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
16,0.381457437556298,0.41589946989565,0.4159867386660499,0.4021750182221492,1.22,3.801963616986198,9,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
8,0.28159936591932666,0.5392806626047498,0.5394983398625331,0.43633875028525054,1.1400000000000001,3.9412947768313087,9,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
1,0.33694319652437527,0.04481986749960017,0.04451492147141694,0.16148623149260027,1.22,2.2567416061824934,9,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
16,0.381457437556298,0.41593073045559315,0.41593700554325164,0.4021451783484702,1.22,3.801772044997178,9,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,
8,0.28159936591932666,0.5393586368094281,0.5393742889593048,0.43626431974331353,1.1400000000000001,3.940816932752073,9,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,
1,0.33694319652437527,0.04471063273497884,0.04468870549744354,0.16159050190821622,1.22,2.257411022250748,9,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,
16,0.381457437556298,0.4159361592575894,0.4159361592575894,0.40214467057707287,1.22,3.801768785104808,9,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,
8,0.28159936591932666,0.5393721780421759,0.5393721780421759,0.43626305319303615,1.1400000000000001,3.9408088014992924,9,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,
1,0.33694319652437527,0.04469166270023471,0.04469166270023471,0.16159227622989095,1.22,2.2574224133958998,9,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,
18,0.3341963286946278,0.3333333333333333,0.4471843858287047,0.4019891629750739,1.1400000000000001,3.720770426299975,10,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
8,0.32396449828209883,0.3333333333333333,0.2089537229614577,0.25495803308971415,1.1400000000000001,2.7768305724359648,10,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
14,0.3418391730232733,0.3333333333333333,0.3438618912098376,0.34305280393521187,1.3,3.5023990012640605,10,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
18,0.3341963286946278,0.4494914548601694,0.4486727475573733,0.40288218001227505,1.1400000000000001,3.726503595678806,10,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
8,0.32396449828209883,0.2064333040373879,0.2073277226053192,0.25398243287603106,1.1400000000000001,2.7705672190641195,10,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
14,0.3418391730232733,0.34407524110244275,0.34399952983730747,0.3431353871116938,1.3,3.5029291852570736,10,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
18,0.3341963286946278,0.4496543884859815,0.44849682620266973,0.40277662719945295,1.1400000000000001,3.725825946620488,10,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,
8,0.32396449828209883,0.20625530286435684,0.20751991256820965,0.2540977468537653,1.1400000000000001,2.7713075348011733,10,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,
14,0.3418391730232733,0.3440903086496616,0.3439832612291206,0.34312562594678164,1.3,3.5028665185783385,10,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,
18,0.3341963286946278,0.4496486013903152,0.4484961071843987,0.40277619578849033,1.1400000000000001,3.725823176962108,10,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,
8,0.32396449828209883,0.20626162513093577,0.20752069807884346,0.2540982181601456,1.1400000000000001,2.7713105605881347,10,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,
14,0.3418391730232733,0.3440897734787491,0.3439831947367579,0.34312558605136406,1.3,3.502866262449757,10,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,
20,0.48645784400931996,0.3333333333333333,0.6809156756441888,0.6031325429902412,1.06,4.932110925997349,11,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
8,0.277733020137071,0.3333333333333333,0.13794010626589281,0.1938572718143641,1.1400000000000001,2.3845636850482177,11,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
17,0.23580913585360905,0.3333333333333333,0.18114421808991846,0.2030101851953947,1.3800000000000001,2.683325388954434,11,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,
20,0.48645784400931996,0.6806383476699778,0.6809157222145716,0.603132570932471,1.06,4.932111105386463,11,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
8,0.277733020137071,0.1380960060376617,0.1379400800863771,0.19385725610665466,1.1400000000000001,2.384563584204723,11,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,
