seed,D,rho,target_T,method,iteration,target_error,state
2,2,0.0,0.0,custom_secant_dynamic,5,0.019848391,Annealing Triggered
2,2,0.0,0.0,custom_secant_dynamic,6,0.019885994,Annealing Triggered
2,2,0.0,0.0,custom_secant_dynamic,7,0.019889522,Annealing Triggered
2,2,0.0,0.0,custom_secant_dynamic,8,0.019889522,secant
2,2,0.0,0.0,custom_secant_dynamic,9,0.001971148,Annealing Triggered
2,2,0.0,0.0,custom_secant_dynamic,10,0.007417135,dynamic
2,2,0.0,0.0,custom_secant_dynamic,11,0.009092066,Annealing Triggered
2,2,0.0,0.0,custom_secant_dynamic,12,0.009415071,Annealing Triggered
2,2,0.0,0.0,custom_secant_dynamic,13,0.009195164,Annealing Triggered
2,2,0.0,0.0,custom_secant_dynamic,14,0.009285927,Annealing Triggered
2,2,0.0,0.0,custom_secant_dynamic,15,0.009224005,Annealing Triggered
2,2,0.0,0.0,custom_secant_dynamic,16,0.00923254,Annealing Triggered
2,2,0.3,0.0,custom_secant_dynamic,0,0.1352705,Start
2,2,0.3,0.0,custom_secant_dynamic,1,0.056671172,secant
2,2,0.3,0.0,custom_secant_dynamic,2,0.011508078,Annealing Triggered
2,2,0.3,0.0,custom_secant_dynamic,3,0.024200853,Annealing Triggered
2,2,0.3,0.0,custom_secant_dynamic,4,0.024200853,secant
2,2,0.3,0.0,custom_secant_dynamic,5,0.020588536,Annealing Triggered
2,2,0.3,0.0,custom_secant_dynamic,6,0.023230555,Annealing Triggered
2,2,0.3,0.0,custom_secant_dynamic,7,0.021458454,Annealing Triggered
2,2,0.3,0.0,custom_secant_dynamic,8,0.022295354,Annealing Triggered
2,2,0.3,0.0,custom_secant_dynamic,9,0.02247103,Annealing Triggered
2,2,0.3,0.0,custom_secant_dynamic,10,0.022538304,Annealing Triggered
2,2,0.3,0.0,custom_secant_dynamic,11,0.022537468,Annealing Triggered
2,2,0.3,0.0,custom_secant_dynamic,12,0.022537462,Annealing Triggered
2,2,0.4,0.0,custom_secant_dynamic,0,0.1352705,Start
2,2,0.4,0.0,custom_secant_dynamic,1,0.056671172,secant
2,2,0.4,0.0,custom_secant_dynamic,2,0.011508078,Annealing Triggered
2,2,0.4,0.0,custom_secant_dynamic,3,0.024200853,Annealing Triggered
2,2,0.4,0.0,custom_secant_dynamic,4,0.024200853,secant
2,2,0.4,0.0,custom_secant_dynamic,5,0.020588536,Annealing Triggered
2,2,0.4,0.0,custom_secant_dynamic,6,0.023230555,Annealing Triggered
2,2,0.4,0.0,custom_secant_dynamic,7,0.021458454,Annealing Triggered
2,2,0.4,0.0,custom_secant_dynamic,8,0.022295354,Annealing Triggered
2,2,0.4,0.0,custom_secant_dynamic,9,0.02247103,Annealing Triggered
2,2,0.4,0.0,custom_secant_dynamic,10,0.022538304,Annealing Triggered
2,2,0.4,0.0,custom_secant_dynamic,11,0.022537468,Annealing Triggered
2,2,0.4,0.0,custom_secant_dynamic,12,0.022537462,Annealing Triggered
