seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,round,target_error,stage3_engine,stage3_engine_losses,evaluation_loss,delivered_solution_evaluation_loss,full_solution_source,loo_search_objective,consistency_l1,update_l1,eta_used,update_accepted,gate_triggered,eval_loss_delta,informative,stage3_requests_cumulative,contribution_requests_cumulative
0,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,,0,0.025548551012645616,custom,"{""bfgs"": 0.012106880933667222, ""custom"": 0.001886578509584069}",0.0018865785095840693,0.0018865785095840693,stage3_l_opt,l_opt_current_alpha,0.43741500332952454,0.0,0.0,False,False,,True,564,1362
0,2,0.0,0.0,uniform,0,uniform,0.0,guarded,stage1,,,0,0.025548551012645616,custom,"{""bfgs"": 0.012106880933667222, ""custom"": 0.001886578509584069}",0.0018865785095840693,0.0018865785095840693,stage3_l_opt,l_opt_current_alpha,0.43741500332952454,0.0,0.0,False,False,,True,564,1362
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,0,0.025548551012645616,custom,"{""bfgs"": 0.012106880933667222, ""custom"": 0.001886578509584069}",0.0018865785095840693,0.0018865785095840693,stage3_l_opt,l_opt_current_alpha,0.43741500332952454,0.2187075016647623,0.5,True,False,,True,564,1362
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,1,0.0253367554236994,custom,"{""bfgs"": 0.023853178706508285, ""custom"": 0.004257455719508701}",0.004981793773670991,0.004981793773670991,stage3_l_opt,l_opt_current_alpha,1.1713367071428562,0.5856683535714282,0.5,True,False,0.0030952152640869217,True,1401,2883
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,2,0.025402834142380242,custom,"{""bfgs"": 0.022695951702154177, ""custom"": 0.0016393959795355198}",0.00382893563558658,0.00382893563558658,stage3_l_opt,l_opt_current_alpha,1.378280687235939,0.6891403436179695,0.5,True,False,-0.0011528581380844112,True,1833,4659
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,3,0.031406335543095354,custom,"{""bfgs"": 0.014534197458451293, ""custom"": 0.0032157207880198343}",0.006924900769566496,0.006924900769566496,stage3_l_opt,l_opt_current_alpha,0.902504218644888,0.451252109322444,0.5,True,False,0.003095965133979916,True,2601,6438
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,4,0.03140632295991758,custom,"{""bfgs"": 0.04707562857039865, ""custom"": 0.0016771097768255275}",0.006924898441260059,0.006924898441260059,stage3_l_opt,l_opt_current_alpha,0.451252109322444,0.22562605466122193,0.5,True,False,-2.3283064365386963e-09,True,3270,7944
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,5,0.031406332278785455,custom,"{""bfgs"": 0.006080739387093869, ""custom"": 0.0009078054571398267}",0.0069249052709589405,0.0069249052709589405,stage3_l_opt,l_opt_current_alpha,0.22562605466122204,0.11281302733061108,0.5,True,False,6.82969888109175e-09,True,4083,10092
0,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,0.025548551012645616,custom,"{""bfgs"": 0.012106880933667222, ""custom"": 0.001886578509584069}",0.0018865785095840693,0.0018865785095840693,stage3_l_opt,l_opt_current_alpha,0.43741500332952454,0.2187075016647623,0.5,True,False,,True,564,1362
0,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,1,0.0253367554236994,custom,"{""bfgs"": 0.023853178706508285, ""custom"": 0.004257455719508701}",0.004981793773670991,0.004981793773670991,stage3_l_opt,l_opt_current_alpha,1.1713367071428562,0.2187075016647623,0.25,False,True,0.0030952152640869217,True,1401,2883
