seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,selected_agent_ids,reputation_weights,final_optimization_weights,final_contribution_weights,rounds_executed,converged,stop_reason,final_eta_used,updates_accepted,gate_triggers,final_target_error,final_evaluation_loss,final_consistency_l1,selected_poison_weight,stage3_requests,contribution_requests,payment_status,paid_total
0,2,0.0,0.0,stage0,0,uniform,0.5,fixed,stage1,,,"[9, 19, 16]","[0.3778305024468295, 0.36617131850435053, 0.2559981790488201]","[0.7861774316688344, 0.08240867326004911, 0.13141389507111656]","[0.7863938815729015, 0.08226064845523637, 0.13134546997186208]",11,True,fixed_point_tolerance,0.5,11,0,0.03140633097470699,0.0069249052709589405,0.0008657996162688003,0.0,2487,8547,ok,9.999999999999998
0,2,0.0,0.0,stage0,0,uniform,0.5,adaptive,stage1,,,"[9, 19, 16]","[0.3778305024468295, 0.36617131850435053, 0.2559981790488201]","[0.7861774316688344, 0.08240867326004911, 0.13141389507111656]","[0.7863938815729015, 0.08226064845523637, 0.13134546997186208]",11,True,fixed_point_tolerance,0.5,11,0,0.03140633097470699,0.0069249052709589405,0.0008657996162688003,0.0,2487,8547,ok,9.999999999999998
0,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,"[9, 19, 16]","[0.3778305024468295, 0.36617131850435053, 0.2559981790488201]","[0.7861559569155518, 0.0823924992260695, 0.1314515438583786]","[0.7863938815729015, 0.08226064845523637, 0.13134546997186208]",11,True,fixed_point_tolerance,0.5,11,0,0.031406330084990455,0.0069249052709589405,0.000951698629398437,0.0,2499,8547,ok,9.999999999999998
0,2,0.0,0.0,uniform,0,uniform,0.5,adaptive,stage1,,,"[9, 19, 16]","[0.3778305024468295, 0.36617131850435053, 0.2559981790488201]","[0.7861559569155518, 0.0823924992260695, 0.1314515438583786]","[0.7863938815729015, 0.08226064845523637, 0.13134546997186208]",11,True,fixed_point_tolerance,0.5,11,0,0.031406330084990455,0.0069249052709589405,0.000951698629398437,0.0,2499,8547,ok,9.999999999999998
0,2,0.0,0.0,dirichlet,0,uniform,0.5,fixed,stage1,,,"[9, 19, 16]","[0.3778305024468295, 0.36617131850435053, 0.2559981790488201]","[0.7853411405711981, 0.08284358985235536, 0.13181526957644651]","[0.7863938679080523, 0.08226065602788948, 0.13134547606405816]",20,False,max_rounds,0.5,20,0,0.03140632387404349,0.006924903408313791,0.0021054546737084706,0.0,4692,15540,ok,10.0
0,2,0.0,0.0,dirichlet,0,uniform,0.5,adaptive,stage1,,,"[9, 19, 16]","[0.3778305024468295, 0.36617131850435053, 0.2559981790488201]","[0.7861769399877275, 0.0824122542999561, 0.1314108057123163]","[0.7863938815729015, 0.08226064845523637, 0.13134546997186208]",11,True,fixed_point_tolerance,0.5,11,0,0.03140633208258551,0.0069249052709589405,0.0008677663406957969,0.0,2682,8547,ok,9.999999999999998
0,2,0.0,0.0,dirichlet,1,uniform,0.5,fixed,stage1,,,"[9, 19, 16]","[0.3778305024468295, 0.36617131850435053, 0.2559981790488201]","[0.7862125361200064, 0.0823623680252902, 0.13142509585470344]","[0.7863938815729015, 0.08226064845523637, 0.13134546997186208]",14,True,fixed_point_tolerance,0.5,14,0,0.031406330084990455,0.0069249052709589405,0.0007253818115804944,0.0,3270,10878,ok,9.999999999999998
0,2,0.0,0.0,dirichlet,1,uniform,0.5,adaptive,stage1,,,"[9, 19, 16]","[0.3778305024468295, 0.36617131850435053, 0.2559981790488201]","[0.7860761791110039, 0.08242390959444243, 0.13149991129455368]","[0.7863938132486639, 0.08226068631849738, 0.13134550043283874]",20,True,fixed_point_tolerance,0.25,20,0,0.031406321204893846,0.006924895957733194,0.000847024367093302,0.0,4596,15540,ok,10.0
0,2,0.0,0.0,dirichlet,2,uniform,0.5,fixed,stage1,,,"[9, 19, 16]","[0.3778305024468295, 0.36617131850435053, 0.2559981790488201]","[0.7862340045169218, 0.08240948845058371, 0.1313565070324944]","[0.7863938679080523, 0.08226065602788948, 0.13134547606405816]",12,True,fixed_point_tolerance,0.5,12,0,0.03140632298432694,0.006924903408313791,0.0006394535645219829,0.0,2661,9324,ok,10.0
0,2,0.0,0.0,dirichlet,2,uniform,0.5,adaptive,stage1,,,"[9, 19, 16]","[0.3778305024468295, 0.36617131850435053, 0.2559981790488201]","[0.7862298913650207, 0.08237567295671266, 0.13139443567826659]","[0.7863938815729015, 0.08226064845523637, 0.13134546997186208]",10,True,fixed_point_tolerance,0.5,10,0,0.03140633097470699,0.0069249052709589405,0.0006559608315230142,0.0,2241,7770,ok,9.999999999999998
0,2,0.0,0.0,dirichlet,3,uniform,0.5,fixed,stage1,,,"[9, 19, 16]","[0.3778305024468295, 0.36617131850435053, 0.2559981790488201]","[0.7862319891870766, 0.08236559934006815, 0.1314024114728553]","[0.7863938314684585, 0.0822606762216289, 0.13134549230991255]",12,True,fixed_point_tolerance,0.5,12,0,0.03140632209461039,0.006924898441260059,0.0006473691255280273,0.0,2829,9324,ok,10.0
0,2,0.0,0.0,dirichlet,3,uniform,0.5,adaptive,stage1,,,"[9, 19, 16]","[0.3778305024468295, 0.36617131850435053, 0.2559981790488201]","[0.7862586648342944, 0.08229196672592068, 0.13144936843978502]","[0.786393884989114, 0.082260646562073, 0.13134546844881304]",12,True,fixed_point_tolerance,0.5,12,0,0.03140633765611542,0.006924905736620228,0.0005408806192786358,0.0,2889,9324,ok,10.0
0,2,0.0,0.0,dirichlet,4,uniform,0.5,fixed,stage1,,,"[9, 19, 16]","[0.3778305024468295, 0.36617131850435053, 0.2559981790488201]","[0.7862037430809905, 0.08238307891361947, 0.13141317800538999]","[0.7863936629354135, 0.08226076961763143, 0.13134556744695508]",12,True,fixed_point_tolerance,0.5,12,0,0.03140630456964928,0.006924875468636553,0.0007596794176918109,0.0,2523,9324,ok,10.0
0,2,0.0,0.0,dirichlet,4,uniform,0.5,adaptive,stage1,,,"[9, 19, 16]","[0.3778305024468295, 0.36617131850435053, 0.2559981790488201]","[0.7865698032132062, 0.08211285382817837, 0.1313173429586154]","[0.786393880434164, 0.08226064908629081, 0.13134547047954512]",7,True,fixed_point_tolerance,0.5,7,0,0.03140633431541118,0.006924905115738511,0.0007036911161685672,0.0,1779,5439,ok,10.0
