agent_id,reputation_share,optimization_weight,contribution_share,surplus_share,bid,payment,seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,coalition_round,payment_contribution_source,payment_fallback_reason
9,0.3778305024468294,0.3434672953765706,0.4184047157328254,0.40217503041842706,1.3,3.7854416879858794,0,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,eval,
19,0.36617131850435053,0.3067509531919865,0.11115867293769795,0.213163731164359,1.3,2.6173518585957387,0,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,eval,
16,0.2559981790488201,0.3497817514314429,0.4704366113294767,0.38466123841721406,1.22,3.5972064534183827,0,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,eval,
12,0.47914489677342104,0.40741466747019306,0.4092569594102795,0.4372121343555361,1.3800000000000001,4.116947961065656,1,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,eval,
3,0.32489874050365897,0.29890097394945797,0.29804479458687244,0.3087863729535871,1.1400000000000001,3.073002694689455,1,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,eval,
16,0.19595636272291997,0.293684358580349,0.292698246002848,0.2540014926908768,1.22,2.810049344244889,1,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,eval,
8,0.3707857194733917,0.5533854706917235,0.5058454249310489,0.451821542747986,1.1400000000000001,4.185277198121426,2,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,eval,
10,0.30983453618478235,0.0182508134681591,0.007834841263628036,0.12863471923208977,1.06,1.9269980076242852,2,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,eval,
20,0.3193797443418259,0.42836371584011745,0.4863197338053232,0.4195437380199243,1.06,3.88772479425429,2,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,eval,
4,0.4115740775572319,0.389098570351441,0.3921226249726437,0.399903206006479,1.3,3.803394069600558,3,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,eval,
1,0.32587384365854005,0.19422262924690434,0.021156250518220725,0.14304328777434844,1.22,2.115450981467421,3,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,eval,
16,0.262552078784228,0.41667880040165467,0.5867211245091355,0.45705350621917246,1.22,4.08115494893202,3,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,eval,
10,0.4262723871098569,0.04750065975383924,3.614433638329061e-05,0.17053064144577273,1.06,2.2093765233445084,4,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,eval,
8,0.33062692807109606,0.9049989234472952,0.9721169202348042,0.7155209233693209,1.1400000000000001,5.962611023509224,4,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,eval,
20,0.2431006848190471,0.047500416798865616,0.02784693542881236,0.11394843518490626,1.06,1.8280124531462683,4,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,eval,
20,0.5139200467255628,0.5,0.06471940789468521,0.24439966342703623,1.06,2.966317374730883,5,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,1,eval,
18,0.48607995327443726,0.5,0.9352805921053148,0.7556003365729638,1.1400000000000001,7.033682625269117,5,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,1,eval,
18,0.3493537306424939,0.5471498507218026,0.2752857210043456,0.304912924859605,1.1400000000000001,3.0975409775986638,6,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,eval,
19,0.37236512971503266,0.2268469431417004,0.3619837654938667,0.36613631118233303,1.3,3.650595117790578,6,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,eval,
3,0.2782811396424733,0.22600320613649708,0.3627305135017877,0.32895076395806194,1.1400000000000001,3.2518639046107576,6,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,eval,
13,0.4787701414821533,0.6793107991772811,0.6833275451222574,0.6015045836662157,1.1400000000000001,5.68737465251659,7,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,1,eval,
9,0.5212298585178468,0.3206892008227189,0.31667245487774265,0.39849541633378427,1.3,4.312625347483409,7,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,1,eval,
18,0.5279786142439893,0.323994764900147,0.1807471444517225,0.31963973236862925,1.1400000000000001,3.5564763767068373,8,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,1,eval,
9,0.4720213857560107,0.676005235099853,0.8192528555482775,0.6803602676313708,1.3,6.443523623293163,8,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,1,eval,
8,0.45526271435032745,0.5,0.9873123753085732,0.7744925109252748,1.1400000000000001,7.057122783469099,9,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,1,eval,
1,0.5447372856496725,0.5,0.012687624691426801,0.2255074890747251,1.22,2.9428772165308996,9,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,1,eval,
8,0.48657661746883324,0.7653729273448937,0.9476609697592908,0.7632272288431078,1.1400000000000001,6.9099978500538946,10,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,eval,
14,0.5134233825311668,0.1271198801572359,0.05233903024070909,0.2367727711568922,1.3,3.0900021499461046,10,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,eval,
20,1.0,0.9863475754695024,1.0,1.0,1.06,10.0,11,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,eval,
18,0.37706601689927144,0.4445629359617211,0.7474762962989133,0.5993121845390565,1.1400000000000001,4.987584224740743,12,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,eval,
15,0.2557519912584921,0.2752028742970554,0.2057110285951841,0.2257274136605073,1.06,2.509169995700457,12,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,eval,
17,0.3671819918422366,0.2802341897412234,0.046812675105902646,0.17496040180043623,1.3800000000000001,2.503245779558801,12,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,eval,
17,0.5343819773357096,0.0070244658780254906,2.2547069975293158e-05,0.213766319176269,1.3800000000000001,2.961870761904391,13,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,eval,
6,0.4656180226642905,0.9862689619713839,0.9999774529300247,0.786233680823731,1.22,7.0381292380956095,13,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,eval,
15,1.0,0.9863279506833472,1.0,1.0,1.06,10.0,14,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,eval,
16,0.5369141968243755,0.010481411677751979,2.956205693867163e-06,0.2147674524531665,1.22,2.8608233367421922,15,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,1,eval,
